row_num,qid,video_name,gif_num,question,correct_answer,visual_description,predicted_answer,evaluator_scores,accuracy
1,383,Pororo_ENGLISH1_1_ep1,14,whtat does eddy ask pororo,he asks pororo what are you doing,"Eddy, a small orange fox, is smiling and appears curious while standing outside on the ice with Poby, a polar bear. He likely asks Pororo about his urgent action, indicating concern or interest.","eddy asks pororo about the reason for his urgent action, showing his curiosity and concern.","0.25,0.25,0.25",0.25
2,1100,Pororo_ENGLISH1_1_ep10,12,were eddy's friends interested seeing his new toy?,"yes, they ran happily towards the new toy.","Eddy is excitedly showing his new toy to his friends, who appear curious and engaged. Crong and Pororo are looking at the toy with interest, indicating their enthusiasm.","yes, eddy's friends were interested in seeing his new toy, as indicated by their curiosity and engagement.","1.0,1.0,1.0",1.0
3,1090,Pororo_ENGLISH1_1_ep10,4,what did eddy say after getting the book?,"eddy told, "" what should i make today""","Eddy, a small orange fox, holds a book with a joyful expression. He appears excited and is likely contemplating what to create next.","eddy excitedly exclaimed, ""what should i make today?"" after finding the book.","1.0,1.0,1.0",1.0
4,1181,Pororo_ENGLISH1_1_ep11,51,why did pororo look to ground?,because he was sorry.,"Pororo looks to the ground while lowering his head, possibly in response to Loopy's concern. The snowy outdoor setting features trees and a bright blue sky, emphasizing the winter atmosphere.","pororo looked to the ground while lowering his head, likely responding to loopy's concern about the situation they were in.","0.75,0.75,0.75",0.75
5,1215,Pororo_ENGLISH1_1_ep12,29,what exploded in pororo's face,a bomb box exploded pororo's face,"Pororo, wearing a helmet, has a surprised expression, while Crong, looking angry, is in the foreground. The setting appears to be indoors, likely a room with wooden features.","a bomb box that crong hid exploded in pororo's face, causing his surprised expression.","1.0,1.0,1.0",1.0
6,1222,Pororo_ENGLISH1_1_ep12,36,what does poby ask when he sees eddy,poby asks eddy why is he so jumpy,"Poby, a gray bear, appears curious and slightly concerned as he moves his feet and stops. He likely asks Eddy about the box, showing interest in the situation.","poby asks eddy, ""what is that box?"" showing his curiosity about the situation.","0.0,0.0,0.0",0.0
7,1226,Pororo_ENGLISH1_1_ep12,43,what does confess in loopy's house,eddy confesses he placed the box in pororo's house,"Eddy, with lowered ears, appears apologetic while Loopy and Pororo look on, with Pororo covered in dirt. The indoor setting features a cozy atmosphere, emphasizing the characters' expressions and interactions.","eddy confesses to placing the box that caused pororo's messy appearance, apologizing for the unintended consequences of his prank.","1.0,1.0,1.0",1.0
8,1232,Pororo_ENGLISH1_1_ep12,49,what does pororo say to crong after he realizes it was eddy and not crong,pororo apologizes to crong and says he made a mistake,"Pororo looks surprised and slightly upset, addressing Crong with a serious expression. Crong, with closed eyes, appears defensive as Pororo questions him about the trick.","""crong, i thought you played a trick on me again, but it was eddy who caused this mess!""","0.75,0.75,0.75",0.75
9,1258,Pororo_ENGLISH1_1_ep13,12,did eddy stay longer after agreeing to sing,"no, he left right away","Eddy is smiling with his eyes closed, indicating happiness. He is seated at a table, suggesting he is engaged in conversation.","eddy did not stay longer after agreeing to sing, as he mentioned needing to do something at home before leaving.","1.0,1.0,1.0",1.0
10,1283,Pororo_ENGLISH1_1_ep13,41,did eddy's entrance impress the audience,"yes, they were all surprised and clapped","Eddy is smiling and has his arms raised, indicating excitement. Poby and Loopy are clapping, suggesting they are impressed by Eddy's entrance.","eddy's entrance impressed the audience, as indicated by poby and loopy clapping and expressing excitement.","1.0,1.0,1.0",1.0
11,711,Pororo_ENGLISH1_1_ep2,16,did crong score after he shot the ball at the hoop?,no he did not score,"Crong is not visible in the image, but a basketball is shown near the hoop. The ball appears to be missing the basket, indicating Crong did not score.",crong did not score after he shot the ball at the hoop.,"1.0,1.0,1.0",1.0
12,716,Pororo_ENGLISH1_1_ep2,19,does pororo apologize for knocking poby's things down,yes he says he is sorry and offers to clean it up,"Pororo, wearing a brown hat, looks up at Poby with a concerned expression. Poby appears forgiving, indicating that he accepts Pororo's apology.","yes, pororo apologizes to poby for knocking his things down.","1.0,1.0,1.0",1.0
13,730,Pororo_ENGLISH1_1_ep2,26,after the camera is broken what does eddy tell poby they are going to do,eddy says we are going to leave now,"Eddy and Loopy are in Poby's room, with a bed visible behind them. Eddy is telling Poby, ""we are going to leave now,"" while Poby appears calm.","eddy tells poby, ""we are going to leave now,"" while poby appears calm in his room.","1.0,1.0,1.0",1.0
14,738,Pororo_ENGLISH1_1_ep2,30,what does pororo almost forget to leave with poby,the broken camera piece,"Pororo almost forgets to leave with Poby's precious camera, which is placed on the floor. Poby stands nearby, looking concerned as Pororo prepares to leave.","pororo almost forgets to leave with poby's precious camera, which is placed on the floor as he prepares to exit.","0.5,0.5,0.5",0.5
15,912,Pororo_ENGLISH1_1_ep5,41,how did pororo feel after seeing that the flower has wilted,he was very upset,"Pororo appears sad and concerned, with a frown on his face as he looks at the wilted flower. The flower, placed in a pot by the window, has turned brown and droopy, indicating its poor condition.","pororo felt sad and concerned after seeing that the flower had wilted, realizing it was dying.","1.0,1.0,1.0",1.0
16,925,Pororo_ENGLISH1_1_ep6,2,when and who will go to picnic,loopy is going to picnic tomorrow for fun,"Loopy, wearing a chef hat, is smiling while mixing ingredients in a bowl, preparing for tomorrow's picnic. The setting is indoors, with kitchen items visible in the background.","loopy will go on a picnic tomorrow, as she is cooking for it tonight.","1.0,1.0,1.0",1.0
17,946,Pororo_ENGLISH1_1_ep6,23,why is crong scared of pororo?,"crong is scared because it is dark, he doesn't have a lantern and his mind is playing tricks on him","Crong has a surprised expression with his mouth open and is shaking his head while holding a lamp. The dark, nighttime setting adds to his fear, as he mistakes Pororo for a ghost.","crong is scared of pororo because he mistakes him for a ghost in the dark, nighttime setting.","0.75,0.75,0.75",0.75
18,928,Pororo_ENGLISH1_1_ep6,4,what seasoning does loopy add to her mixing bowl,loopy adds some salt,Loopy is holding a salt bottle and is sprinkling salt into a mixing bowl. The setting appears to be a cozy indoor kitchen.,loopy adds salt to her mixing bowl while cooking.,"1.0,1.0,1.0",1.0
19,965,Pororo_ENGLISH1_1_ep6,43,what does eddy think happened to the ghost,"eddy thinks the ghosts must have ran away after they saw eddy, loopy and poby","Eddy, a small orange fox, appears cheerful with a wide smile, suggesting he thinks the ghost ran away. The dark, starry night setting adds to the spooky atmosphere, but Eddy's expression indicates relief.","eddy thinks the ghost ran away after it saw him, poby, and loopy in the dark and windy night.","1.0,1.0,1.0",1.0
20,1052,Pororo_ENGLISH1_1_ep9,16,what do loopy's friends do when they're inside?,they share a snack at the table,"Loopy and her friends are sitting around a table inside, drinking juice and enjoying snacks. They appear happy and engaged in conversation.","loopy and her friends sit around the table, drink juice, enjoy snacks, and eventually dance together, having a good time indoors.","1.0,1.0,1.0",1.0
21,1857,Pororo_ENGLISH1_2_ep10,14,what did pororo ask to loopy,"pororo asked ""what was it that you did a minute ago""","Pororo asks Loopy what she did a minute ago while standing face to face in a snowy outdoor setting. Loopy touches her face with her hand, indicating a secretive demeanor.",pororo asked loopy what she did a minute ago while they stood face to face in the snowy outdoor setting.,"1.0,1.0,1.0",1.0
22,1435,Pororo_ENGLISH1_2_ep2,17,"how say to loopy ""i could not sleep""",poby said to loopy that he could not sleep,"Poby, a white bear, stands outside with a puzzled expression, scratching his head. Loopy, a pink character, looks at him with curiosity as he says, ""I could not sleep.""","loopy would say, ""i could not sleep.""","0.75,0.75,0.75",0.75
23,1441,Pororo_ENGLISH1_2_ep2,23,what did poby's friend decide,poby's friend decided to help poby to get some sleep,"Poby, a small, yellow dog, stands outdoors in a snowy landscape with a bright blue sky. He has a cheerful expression, with his eyes closed and a wide smile, indicating happiness.",poby's friend decided to help him get some sleep after staying up all night together.,"1.0,1.0,1.0",1.0
24,1572,Pororo_ENGLISH1_2_ep5,19,who interrupts eddy as he was saying hello to loopy,pororo interrupts eddy as he was saying hello to loopy,"Eddy is interrupted by Loopy, who is wearing a flower and appears excited. Pororo stands nearby, raising his left arm, while Crong slides down behind him.","loopy interrupts eddy as he was saying hello, excitedly talking about her magic flower.","0.0,0.0,0.0",0.0
25,1579,Pororo_ENGLISH1_2_ep5,26,what did loopy propose to the group after telling them about the flower,loopy proposed that they should ask her anything,"Loopy, smiling and wearing a hat, holds a vase with flowers, proposing to predict the future using the magic flower. She suggests asking it questions, claiming it never fails to provide answers.","loopy proposed to the group that they ask the magic flower questions, claiming it never fails to provide answers.","0.75,0.75,0.75",0.75
26,1762,Pororo_ENGLISH1_2_ep8,43,what did pororo think next?,pororo thought next: wjat should i do?,"Pororo has a determined expression, wearing a superhero outfit and a helmet. He appears to be focused, possibly contemplating his next action.",pororo thought about how challenging being a superhero is and realized he needed to be more careful with his plans.,"0.5,0.5,0.5",0.5
27,1767,Pororo_ENGLISH1_2_ep8,48,"what did poby, eddy and loopy tell pororo and crong?","poby, eddy and loopy told pororo and crong that they were there to save them.","Poby, Eddy, and Loopy are looking down into a hole, appearing surprised and concerned. Their expressions suggest they are discussing how to help Pororo and Crong.","poby, eddy, and loopy expressed concern for pororo and crong, discussing how to help them after realizing they were in trouble.","0.75,0.75,0.75",0.75
28,1768,Pororo_ENGLISH1_2_ep8,49,what did loopy tell pororo and crong?,loopy told pororo and crong that they couldn't play a trick on her.,"Loopy, wearing a mask and smiling, is playfully sticking out her tongue while talking. She appears cheerful and engaged in conversation, likely addressing Pororo and Crong.","loopy cheerfully told pororo and crong that she was safe and playfully engaged in conversation, expressing her excitement.","0.25,0.25,0.0",0.25
29,2079,Pororo_ENGLISH1_3_ep1,15,what does pororo think eddy is hiding?,pororo thinks eddy is hiding some kind of treasure.,"Pororo stands with a skeptical expression, looking at Eddy, who appears to be hiding something. The snowy outdoor setting features trees and mountains in the background, emphasizing the mystery of the hidden object.",pororo thinks eddy is hiding the map because he suspects it is some kind of treasure.,"0.75,0.75,0.75",0.75
30,2513,Pororo_ENGLISH1_3_ep11,1,what did pororo see moving?,pororo saw the magnet moving.,"Pororo, a small blue penguin, is sitting on a green sofa with a book in his lap. He sees a wind-up toy moving on the floor nearby.",pororo saw a wind-up toy moving on the floor nearby.,"0.0,0.0,0.0",0.0
31,2575,Pororo_ENGLISH1_3_ep12,16,who does loopy give a sandwich to?,loopy gives a sandwich to eddy,"Loopy, a pink character, is handing a sandwich to Eddy, who is a green character. They are in an outdoor snowy environment, with Loopy smiling and holding the sandwich.",loopy gives a sandwich to eddy.,"1.0,1.0,1.0",1.0
32,2582,Pororo_ENGLISH1_3_ep12,24,what does loopy ask eddy?,"loopy asks eddy ""what happened?""","Loopy asks Eddy, ""I will enjoy it, Eddy,"" indicating her excitement about the robot's sandwich feature. She appears eager and happy while watching Eddy's invention.","loopy asks eddy, ""i will enjoy it, eddy,"" expressing her excitement about the robot's sandwich feature.","0.0,0.0,0.0",0.0
33,2623,Pororo_ENGLISH1_3_ep13,18,how did everybody feel when seeing crong clean out the house,everybody felt surprised to see crong cleaning the house,"Crong is happily cleaning the floor, smiling with a cheerful expression. Pororo, in the background, appears excited and engaged while whispering to Loopy.","everyone felt surprised and amused to see crong happily cleaning, as it was unexpected behavior in anticipation of santa claus's arrival.","1.0,1.0,1.0",1.0
34,2173,Pororo_ENGLISH1_3_ep2,49,what was crong playing with as pororo entered the house,crong was playing with a snowboard,"Crong was playing with a colorful toy, possibly a ball, as Pororo entered the house. The setting is snowy and features an igloo-like structure.","crong was playing with a colorful toy, possibly a ball, as pororo entered the house.","0.25,0.25,0.25",0.25
35,2206,Pororo_ENGLISH1_3_ep3,31,what did pororo answer to loopy and crong,"pororo said ""uh well""","Pororo, a small penguin with orange glasses, appears surprised and animated, gesturing with his arms in a snowy outdoor setting. Loopy, a pink character, and Crong, a green character, are visible in the background, looking curious.","pororo expressed surprise and curiosity about the strange object on the beach, ultimately revealing it was just a gorilla toy.","0.0,0.0,0.0",0.0
36,2291,Pororo_ENGLISH1_3_ep4,45,whom did eddy say sorry to,eddy said sorry to pororo,"Eddy, a small orange fox, stands next to his snowman, looking at Pororo with a sincere expression. He says sorry to Pororo, who is smiling back at him.",eddy said sorry to pororo for doubting him.,"1.0,1.0,1.0",1.0
37,2298,Pororo_ENGLISH1_3_ep5,1,what was the friends are doing when pororo came with crong?,the friends were talking about something secretly.,"Eddy, Loopy, and Poby are gathered together, with Eddy explaining something while Loopy claps and Poby nods. They appear to be engaged in a secret conversation outdoors in a snowy environment.","eddy, loopy, and poby were secretly discussing something while clapping and nodding, just before pororo arrived.","1.0,1.0,1.0",1.0
38,2333,Pororo_ENGLISH1_3_ep5,25,does the friends find pororo behind the snow man?,the friends find pororo behind the snow man.,"The friends, Loopy, Poby, Crong, and Eddy, are in a snowy outdoor setting, smiling and waving. There is no visible snowman or indication that they find Pororo behind it.","no, the friends do not find pororo behind the snowman.","0.0,0.0,0.0",0.0
